Product ID,Store ID,Price,Competitor Prices,Elasticity Index,Sales Volume,Price_Ratio,Price_Strategy
2220,30,47.39,14.75,0.51,359,3.2128813559322036,Maintain
4303,91,26.27,56.06,1.03,98,0.4686050660007135,Maintain
9252,6,58.19,89.62,2.43,193,0.6492970319125194,Maintain
2577,95,43.37,34.56,1.14,83,1.2549189814814814,Maintain
5959,19,76.28,38.72,0.88,149,1.9700413223140496,Maintain
4684,98,96.4,18.28,1.48,16,5.273522975929978,Maintain
2324,96,29.39,58.88,2.24,251,0.4991508152173913,Increase
2543,63,29.91,95.4,2.45,165,0.31352201257861634,Maintain
6634,45,50.62,88.05,2.31,244,0.574900624645088,Maintain
1099,43,63.67,96.3,1.56,22,0.6611630321910696,Maintain
9183,31,70.96,90.57,1.12,265,0.7834823893121342,Increase
8470,6,18.36,27.78,1.45,291,0.6609071274298056,Increase
9548,93,14.05,79.26,1.16,325,0.17726469846076204,Increase
4764,85,95.18,16.7,1.34,322,5.699401197604791,Maintain
9086,97,27.77,20.67,1.67,438,1.3434929850024189,Decrease
5066,43,23.16,21.6,0.54,16,1.0722222222222222,Increase
1791,72,5.64,29.04,0.73,445,0.19421487603305784,Increase
1054,82,91.18,54.43,0.64,27,1.675179129156715,Increase
3178,65,63.82,9.35,0.73,98,6.825668449197861,Maintain
2868,45,23.87,36.91,1.16,320,0.64670820915741,Increase
4021,58,56.06,46.85,0.69,355,1.1965848452508003,Maintain
9935,64,22.83,16.55,1.34,222,1.3794561933534741,Maintain
6738,4,7.61,37.74,1.59,23,0.20164281928987812,Maintain
8963,71,11.08,90.39,1.4,490,0.12257993140834163,Increase
7519,52,55.71,9.49,1.17,168,5.870389884088514,Maintain
9482,4,75.8,58.65,1.33,247,1.2924126172208013,Maintain
2048,83,62.45,57.31,2.08,147,1.0896876635840167,Decrease
3545,61,65.24,58.93,1.93,361,1.107076192092313,Decrease
6288,33,55.43,87.73,1.18,427,0.6318249173600821,Increase
6520,25,85.84,13.48,0.54,159,6.367952522255193,Increase
3870,49,85.07,74.04,1.05,449,1.1489735278227984,Maintain
6504,5,47.24,84.85,1.31,374,0.5567472009428404,Increase
5655,64,73.29,53.14,2.29,48,1.3791870530673693,Decrease
5489,26,75.67,13.1,1.87,56,5.7763358778625955,Decrease
6606,90,96.65,49.84,1.25,141,1.9392054574638844,Maintain
3504,16,64.96,22.62,1.95,133,2.8717948717948714,Decrease
2823,21,81.95,60.08,1.9,325,1.3640146471371506,Decrease
7536,44,60.49,11.15,2.07,442,5.425112107623319,Decrease
1392,91,51.02,29.15,2.08,159,1.7502572898799316,Decrease
4208,69,85.91,51.65,0.64,137,1.6633107454017424,Maintain
5704,38,38.1,62.69,0.73,287,0.6077524326048812,Increase
3913,38,14.29,37.02,1.22,28,0.3860075634792004,Maintain
4031,72,86.89,20.23,1.77,350,4.29510627780524,Decrease
3226,66,50.65,15.18,1.95,97,3.336627140974967,Decrease
8856,22,62.0,32.27,1.29,83,1.9212891230244808,Maintain
1248,38,74.83,17.01,2.28,337,4.39917695473251,Decrease
7667,97,76.05,76.59,2.47,160,0.9929494712103407,Maintain
9299,70,11.97,86.19,2.32,76,0.13887922032718414,Maintain
9379,94,55.43,26.25,2.22,168,2.1116190476190475,Decrease
3312,84,21.99,99.72,1.53,139,0.22051744885679903,Maintain
9188,84,90.29,63.59,1.68,300,1.4198773392042774,Decrease
2679,91,30.18,56.55,2.02,210,0.5336870026525199,Maintain
6095,6,78.83,50.07,1.1,258,1.5743958458158578,Maintain
9792,69,84.97,45.12,0.72,360,1.8832003546099292,Maintain
1150,56,43.68,69.37,1.34,404,0.6296670030272452,Increase
6273,15,41.25,90.02,0.66,229,0.45823150411019775,Maintain
3351,17,34.37,60.17,0.59,3,0.5712148911417649,Maintain
7654,54,27.35,84.46,1.39,223,0.32382192753966377,Maintain
5512,6,46.78,66.57,0.72,416,0.7027189424665766,Increase
5457,24,7.66,89.45,0.75,56,0.08563443264393515,Maintain
2511,69,9.17,24.54,2.34,332,0.3736756316218419,Increase
4716,49,76.51,50.43,1.15,493,1.5171524885980567,Maintain
3305,45,10.81,77.38,2.07,215,0.1397001809253037,Maintain
9347,29,41.86,26.84,1.2,73,1.559612518628912,Maintain
7673,62,23.04,69.61,1.21,272,0.3309869271656371,Increase
6336,87,68.78,79.18,1.9,439,0.8686537004294013,Increase
9386,29,17.01,68.19,2.12,360,0.24945006599208097,Increase
7304,63,15.25,69.87,0.7,132,0.2182624874767425,Maintain
4881,93,61.19,28.99,2.04,7,2.1107278371852365,Decrease
6739,26,89.01,98.97,0.87,195,0.8993634434677176,Increase
1844,90,89.7,19.36,2.21,347,4.633264462809918,Decrease
3797,51,68.49,96.99,1.14,203,0.7061552737395608,Maintain
7626,7,34.75,51.18,0.53,292,0.6789761625635014,Increase
6887,31,84.27,39.32,2.27,124,2.1431841302136316,Decrease
3364,77,12.31,27.02,0.82,394,0.45558845299777945,Increase
4359,20,41.41,56.26,2.23,427,0.7360469249911127,Increase
8341,24,59.59,22.03,1.58,227,2.70494779845665,Decrease
4292,98,29.5,16.48,1.32,457,1.7900485436893203,Maintain
1378,26,71.9,71.81,1.32,334,1.0012533073388108,Maintain
3061,53,70.7,98.65,1.95,395,0.7166751140395337,Increase
4608,96,45.21,76.19,1.65,300,0.5933849586559916,Increase
4043,49,40.55,68.82,1.27,221,0.5892182505085731,Maintain
1822,81,19.96,17.74,1.44,56,1.1251409244644872,Maintain
3389,71,97.96,44.54,1.32,133,2.1993713515940727,Maintain
1859,68,5.75,84.83,0.78,276,0.06778262407167276,Increase
6694,98,35.71,46.43,1.69,184,0.769114796467801,Maintain
6426,7,56.96,25.18,2.0,356,2.262112787926926,Decrease
9313,70,7.15,96.55,1.08,301,0.07405489383738996,Increase
4901,9,46.72,24.28,2.43,127,1.9242174629324547,Decrease
1329,16,80.2,16.88,1.37,68,4.751184834123223,Maintain
5893,94,5.56,9.92,2.24,228,0.5604838709677419,Maintain
9457,14,73.76,78.51,1.51,411,0.9394981531015157,Maintain
8811,25,67.27,81.34,1.24,400,0.8270223752151462,Increase
5996,52,83.2,99.39,1.9,237,0.8371063487272362,Maintain
9896,14,31.18,82.45,0.6,439,0.37816858702243783,Increase
3208,65,14.75,94.72,0.71,386,0.15572212837837837,Increase
8374,21,87.4,52.2,1.07,170,1.6743295019157087,Maintain
8197,54,59.81,16.88,1.27,391,3.5432464454976307,Maintain
5329,26,75.1,32.74,0.93,318,2.293830177153329,Increase
6604,45,64.11,16.96,0.54,343,3.7800707547169807,Maintain
3590,13,53.36,44.44,1.5,396,1.2007200720072009,Maintain
7637,86,45.99,64.62,1.08,146,0.7116991643454039,Maintain
7181,51,47.15,89.14,1.96,125,0.5289432353601077,Maintain
7125,23,39.55,76.6,1.57,452,0.5163185378590078,Increase
1475,10,52.83,51.88,1.47,391,1.0183114880493445,Maintain
8787,84,30.5,6.52,0.5,398,4.677914110429448,Maintain
3183,87,35.94,59.72,1.39,302,0.601808439383791,Increase
6023,14,39.58,96.75,0.52,40,0.4090956072351421,Increase
1094,19,63.41,80.22,1.76,398,0.7904512590376465,Increase
2665,24,55.48,91.77,0.95,459,0.6045548654244306,Increase
1192,85,21.94,79.81,1.07,228,0.27490289437413856,Maintain
6464,28,18.91,81.22,1.11,335,0.23282442748091603,Increase
5362,37,30.45,83.49,0.8,123,0.36471433704635287,Maintain
8316,13,94.89,95.93,1.59,484,0.9891587615969978,Maintain
4551,38,28.61,20.57,0.84,52,1.3908604764219736,Maintain
1501,72,56.6,74.65,1.44,413,0.7582049564634963,Increase
8575,93,69.05,98.26,1.78,493,0.7027274577651129,Increase
6917,10,57.76,14.38,2.42,174,4.016689847009736,Decrease
4089,7,86.98,99.7,1.07,319,0.8724172517552659,Increase
7831,96,17.85,33.73,1.14,124,0.5292024903646606,Maintain
6008,4,66.15,62.33,2.33,8,1.0612866998235202,Decrease
1796,51,98.31,73.42,1.56,45,1.3390084445655135,Decrease
5159,81,26.71,92.77,0.63,413,0.28791635226905254,Increase
4616,45,59.98,31.9,1.35,62,1.8802507836990596,Maintain
8806,40,18.66,68.96,1.21,475,0.2705916473317866,Increase
1085,4,10.34,79.9,2.24,291,0.12941176470588234,Increase
3963,51,67.78,12.36,0.75,391,5.483818770226538,Increase
4678,16,91.67,28.58,0.6,147,3.207487753673898,Maintain
5103,81,92.13,20.99,0.71,284,4.389232968080038,Maintain
9387,14,74.66,35.78,0.81,309,2.086640581330352,Maintain
6497,13,20.21,40.33,1.56,286,0.5011157946937764,Increase
7653,33,33.19,69.6,0.67,192,0.47686781609195406,Maintain
8137,19,27.64,10.82,2.46,177,2.55452865064695,Decrease
2821,46,38.45,61.79,0.6,445,0.6222689755623888,Increase
6756,5,7.71,6.93,0.77,308,1.1125541125541125,Increase
1713,14,47.91,15.15,1.89,406,3.162376237623762,Decrease
4791,25,54.21,87.27,1.56,236,0.6211756617394294,Maintain
9395,75,65.24,51.47,0.69,22,1.2675344861084126,Increase
3190,67,98.93,17.73,1.88,390,5.57980823463057,Decrease
8900,95,14.33,16.42,1.66,188,0.8727161997563946,Maintain
8747,26,21.31,95.62,0.84,308,0.22286132608240952,Increase
9743,21,84.78,63.54,2.23,417,1.3342776203966007,Decrease
5451,74,6.74,35.95,1.94,52,0.18748261474269817,Maintain
2084,13,48.49,72.06,1.79,199,0.6729114626699972,Maintain
5780,12,86.72,24.43,1.17,177,3.5497339336880884,Maintain
9197,66,46.2,33.05,1.88,383,1.3978819969742815,Decrease
7558,51,87.55,41.9,1.44,60,2.0894988066825775,Maintain
8864,37,36.88,56.75,0.65,305,0.6498678414096917,Increase
4700,43,13.69,94.73,0.96,352,0.14451599282170377,Increase
8686,75,70.89,39.25,0.94,499,1.8061146496815286,Maintain
6347,40,68.22,58.49,2.18,70,1.1663532227731235,Decrease
1785,27,58.42,99.74,0.8,221,0.5857228794866653,Maintain
6845,23,69.99,22.47,1.64,400,3.114819759679573,Decrease
5619,98,10.85,24.27,1.89,250,0.4470539761021838,Increase
5797,1,73.47,9.1,0.84,358,8.073626373626373,Maintain
1207,75,20.47,22.32,2.04,392,0.9171146953405017,Maintain
4190,96,23.02,13.7,0.64,444,1.6802919708029198,Increase
5463,5,7.51,92.41,1.26,19,0.08126826101071313,Maintain
6487,20,30.99,70.53,2.3,492,0.43938749468311356,Increase
9059,61,58.85,52.72,0.72,361,1.1162746585735963,Maintain
4800,13,25.55,43.17,0.7,311,0.5918461894834376,Increase
7232,88,26.86,49.94,1.5,161,0.5378454144973969,Maintain
8250,72,72.88,38.11,1.9,213,1.9123589609026501,Decrease
7801,62,75.29,45.8,1.22,348,1.6438864628820964,Maintain
5523,94,34.72,51.29,2.28,354,0.6769350750633651,Increase
7913,9,81.92,23.8,1.41,250,3.442016806722689,Maintain
6967,79,19.75,50.9,1.76,477,0.38801571709233795,Increase
6091,93,9.14,43.82,0.91,265,0.20858055682336835,Increase
5047,46,31.45,32.45,1.73,450,0.9691833590138674,Maintain
5186,69,64.11,24.81,1.52,435,2.58403869407497,Decrease
9589,16,9.95,22.12,2.24,244,0.4498191681735985,Maintain
5789,42,37.82,52.74,1.36,59,0.7171027682973076,Maintain
1526,16,87.82,37.74,1.84,148,2.3269740328563855,Decrease
7518,48,92.83,23.95,0.63,388,3.875991649269311,Maintain
9016,25,64.14,95.07,2.09,493,0.6746607762701168,Increase
8528,36,47.84,74.6,1.01,154,0.6412868632707776,Maintain
4335,51,89.68,91.22,1.55,110,0.9831177373383031,Maintain
4817,61,73.72,90.61,1.51,109,0.8135967332524003,Maintain
8298,48,64.78,86.84,2.22,268,0.7459695992630124,Increase
5305,86,77.42,97.66,0.79,150,0.792750358386238,Maintain
5385,23,33.27,83.31,0.68,330,0.3993518185091826,Increase
6494,23,98.0,75.03,2.02,105,1.3061442089830735,Decrease
4916,20,32.91,47.44,1.91,480,0.6937183811129848,Increase
8471,55,31.55,16.67,2.2,252,1.892621475704859,Decrease
9540,52,69.74,70.2,1.58,191,0.9934472934472933,Maintain
3143,72,38.1,37.42,0.97,209,1.0181721004810262,Maintain
3052,97,9.65,72.8,2.25,447,0.13255494505494506,Increase
3232,73,91.15,97.7,1.92,290,0.9329580348004094,Maintain
6876,68,81.62,61.4,1.1,139,1.3293159609120522,Maintain
7151,99,36.31,86.86,1.27,493,0.418029012203546,Increase
4926,77,99.36,28.42,0.82,111,3.4961294862772694,Maintain
3356,89,54.12,45.86,2.35,145,1.1801133885739206,Decrease
8601,91,95.36,21.2,0.86,213,4.49811320754717,Maintain
5367,50,96.99,70.21,1.01,491,1.3814271471300386,Maintain
7370,18,41.31,50.05,0.6,112,0.8253746253746255,Maintain
7468,17,57.89,68.01,0.86,117,0.8511983531833553,Maintain
9294,24,74.68,86.68,1.54,367,0.8615597600369174,Increase
4408,13,17.7,96.97,2.41,302,0.18253067959162628,Increase
3199,74,66.07,76.09,1.88,475,0.8683138388750163,Increase
7400,36,13.68,28.3,2.12,114,0.4833922261484099,Maintain
6421,25,23.78,58.64,2.3,384,0.40552523874488405,Increase
1241,89,78.12,13.77,1.16,19,5.673202614379085,Maintain
7449,97,56.06,90.86,1.32,7,0.6169931763152102,Maintain
5945,59,67.4,46.56,1.9,43,1.447594501718213,Decrease
8682,66,91.71,28.46,1.1,107,3.222417427969079,Maintain
4901,57,81.61,52.67,1.53,457,1.549458895006645,Decrease
3055,45,83.37,6.68,2.49,100,12.48053892215569,Decrease
4008,25,85.02,34.16,1.81,229,2.488875878220141,Decrease
6442,2,20.81,77.19,2.34,226,0.26959450706050003,Maintain
1687,34,60.34,24.11,1.92,304,2.5026959767731234,Decrease
2796,29,53.48,75.46,2.29,183,0.7087198515769945,Maintain
3748,81,92.81,16.29,0.94,491,5.6973603437691835,Increase
9467,5,26.45,90.1,2.27,345,0.29356270810210877,Increase
2934,51,56.15,40.11,0.83,142,1.399900274245824,Maintain
5972,42,93.55,11.25,2.04,21,8.315555555555555,Decrease
9629,62,86.79,49.34,0.87,172,1.7590190514795299,Maintain
9382,38,63.0,67.06,1.2,73,0.9394572025052191,Maintain
6720,2,96.03,59.17,1.39,89,1.6229508196721312,Maintain
2422,18,94.23,34.98,1.7,286,2.693825042881647,Decrease
5698,4,92.12,61.96,2.04,65,1.486765655261459,Decrease
4625,4,11.48,63.27,0.58,496,0.18144460249723407,Increase
5905,36,5.1,32.6,1.72,189,0.15644171779141103,Maintain
3513,69,67.03,95.13,1.76,46,0.7046147377273205,Maintain
5939,87,76.77,61.18,2.3,317,1.2548218372017,Decrease
2397,63,85.71,38.64,1.1,332,2.218167701863354,Maintain
9363,82,15.27,63.59,1.85,110,0.24013209624154738,Maintain
7980,27,86.35,64.87,1.49,471,1.3311237860336056,Maintain
3496,84,96.31,98.82,0.59,105,0.9746002833434528,Maintain
2729,76,68.07,76.83,1.72,418,0.8859820382663022,Increase
3731,23,68.79,40.01,0.96,184,1.719320169957511,Maintain
6365,58,98.31,90.67,1.84,279,1.0842616080291165,Decrease
2168,53,78.34,95.68,2.5,395,0.8187709030100334,Increase
9209,54,69.77,8.92,0.63,338,7.821748878923766,Maintain
6603,85,37.56,16.26,1.8,283,2.309963099630996,Decrease
2583,50,76.7,43.43,1.66,314,1.766060326962929,Decrease
6454,37,86.71,82.85,2.48,194,1.0465902232951116,Maintain
5768,30,66.74,17.26,0.51,203,3.866743916570104,Increase
5213,67,57.96,19.54,2.47,64,2.9662231320368475,Decrease
6251,55,46.52,93.85,1.85,224,0.49568460309003737,Maintain
8497,87,66.14,49.2,1.98,6,1.3443089430894308,Decrease
8082,75,6.17,34.24,1.78,96,0.1801985981308411,Maintain
7511,95,95.96,73.38,0.52,411,1.307713273371491,Maintain
8444,18,40.05,33.94,1.1,126,1.1800235710076605,Maintain
2158,68,32.58,50.17,1.7,299,0.6493920669722941,Increase
7019,7,51.79,91.23,1.34,116,0.567686068179327,Maintain
3210,41,24.24,44.71,1.11,79,0.5421605904719302,Maintain
3055,71,96.52,21.22,2.46,301,4.548539114043355,Decrease
6502,75,14.54,32.01,1.99,329,0.4542330521711965,Increase
3362,94,42.19,27.67,1.7,453,1.5247560534875315,Decrease
2575,69,90.01,70.31,2.19,368,1.2801877400085337,Decrease
2010,30,22.03,51.18,2.44,211,0.430441578741696,Maintain
1220,98,50.39,60.16,2.15,446,0.8375997340425533,Increase
9296,39,62.51,78.63,0.8,109,0.7949891898766375,Maintain
6774,36,7.62,60.06,1.5,180,0.12687312687312688,Maintain
2970,36,32.24,92.41,1.31,477,0.3488799913429283,Increase
2917,5,46.32,76.68,1.38,57,0.6040688575899843,Maintain
8191,42,67.6,80.45,2.18,369,0.8402734617775015,Increase
8962,59,29.55,90.52,1.56,104,0.32644719399027844,Maintain
9482,28,21.42,59.65,1.34,59,0.359094719195306,Maintain
7249,17,87.07,28.28,0.58,434,3.0788543140028284,Increase
4208,81,6.4,64.13,2.24,414,0.09979728676126619,Increase
2501,94,78.53,73.91,1.01,483,1.0625084562305507,Maintain
9846,17,81.25,98.09,1.05,487,0.8283209297583851,Increase
1841,62,66.11,33.42,2.19,317,1.9781567923399161,Decrease
4725,61,40.66,91.72,1.46,96,0.44330571303968597,Maintain
4958,63,91.52,70.95,1.96,118,1.289922480620155,Decrease
8431,96,33.24,78.64,1.18,457,0.4226856561546287,Increase
8876,43,18.85,65.97,1.46,265,0.2857359405790511,Increase
3245,42,35.12,7.3,0.54,362,4.810958904109588,Maintain
4995,40,98.05,53.03,0.72,49,1.848953422590986,Maintain
7984,35,34.86,73.19,0.94,15,0.4762945757617161,Maintain
1800,52,31.85,33.55,1.28,271,0.9493293591654248,Maintain
1385,86,25.94,73.73,2.39,420,0.3518242235182422,Increase
6322,20,93.34,80.26,1.07,294,1.1629703463742835,Maintain
4658,62,28.55,87.46,1.49,379,0.32643494168762865,Increase
8360,14,90.61,88.49,1.25,397,1.0239575093230875,Maintain
8751,76,87.17,37.02,0.7,318,2.3546731496488382,Increase
9498,93,32.78,28.8,2.04,262,1.1381944444444445,Decrease
9925,45,17.15,63.03,1.21,102,0.2720926542916071,Maintain
2968,69,65.28,97.16,1.56,320,0.6718814326883491,Increase
1174,49,10.37,69.83,2.29,41,0.1485035085206931,Maintain
1411,93,35.7,15.79,1.87,289,2.260924635845472,Decrease
7155,21,25.2,72.15,1.31,400,0.34927234927234924,Increase
3133,46,90.12,79.31,1.04,33,1.1363005926112721,Maintain
3582,7,63.63,45.57,1.47,423,1.3963133640552996,Maintain
9331,11,92.69,30.09,2.39,317,3.080425390495181,Decrease
1261,21,54.13,63.74,2.16,306,0.849231251961092,Increase
1768,6,19.4,12.99,1.76,310,1.493456505003849,Decrease
8038,1,18.36,14.39,1.84,84,1.2758860319666434,Decrease
8467,74,77.9,38.48,1.34,341,2.0244282744282747,Maintain
3538,27,28.35,39.98,2.47,303,0.7091045522761381,Increase
7416,84,7.24,74.96,0.64,394,0.09658484525080044,Increase
1547,28,5.68,9.08,1.96,167,0.6255506607929515,Maintain
5650,25,65.65,96.14,1.41,47,0.6828583315997504,Maintain
7592,44,78.12,67.32,1.86,318,1.1604278074866312,Decrease
3448,2,92.47,47.68,1.13,196,1.9393875838926173,Maintain
7522,61,15.43,57.7,2.41,258,0.2674176776429809,Increase
9567,99,78.96,36.28,0.97,143,2.1764057331863285,Maintain
9896,20,46.19,29.99,0.78,52,1.5401800600200066,Maintain
3898,88,80.33,5.29,1.51,72,15.185255198487713,Decrease
7558,98,45.15,16.99,2.41,279,2.6574455562095354,Decrease
8519,46,96.58,65.75,1.68,227,1.4688973384030417,Decrease
5299,48,75.64,65.53,0.76,77,1.154280482221883,Increase
1173,9,64.74,12.11,1.35,416,5.345995045417011,Maintain
3043,24,67.33,18.87,1.38,289,3.5680975092739797,Maintain
7775,78,77.96,87.19,1.3,32,0.8941392361509347,Maintain
4583,85,57.07,88.57,0.87,116,0.6443491024048775,Maintain
5544,23,20.47,82.46,1.99,55,0.24824157167111327,Maintain
3069,51,87.03,33.36,1.47,461,2.6088129496402876,Maintain
4777,81,68.02,9.09,1.81,350,7.482948294829483,Decrease
8597,52,19.33,65.9,2.24,280,0.2933232169954476,Increase
3262,81,13.22,57.81,2.16,374,0.22868015914201695,Increase
4208,52,77.25,37.49,1.53,332,2.0605494798612964,Decrease
8995,77,76.13,9.82,0.77,443,7.75254582484725,Maintain
7164,6,42.63,18.39,1.28,253,2.3181076672104406,Maintain
1106,72,76.76,30.97,1.44,254,2.4785276073619635,Maintain
9704,5,91.76,9.53,1.56,227,9.628541448058764,Decrease
3395,87,5.14,97.69,2.04,399,0.05261541611219162,Increase
1714,89,36.76,18.2,1.31,146,2.0197802197802197,Maintain
3596,28,69.21,19.53,1.74,89,3.5437788018433176,Decrease
9599,12,48.63,75.7,0.97,353,0.6424042272126816,Increase
7823,40,41.34,76.71,2.36,324,0.5389127884239344,Increase
1171,9,43.07,41.05,1.79,234,1.0492082825822169,Maintain
6818,30,5.93,8.09,1.43,368,0.7330037082818294,Increase
5688,51,62.15,79.93,2.04,289,0.7775553609408231,Increase
3945,40,87.73,61.44,2.17,55,1.4278971354166667,Decrease
6291,72,12.0,57.48,0.77,53,0.20876826722338207,Maintain
2355,90,23.14,28.83,1.02,488,0.8026361429066945,Increase
1361,63,44.26,32.06,1.4,149,1.3805364940736118,Maintain
3114,98,68.11,41.93,1.25,32,1.6243739565943238,Maintain
4768,88,27.83,38.48,1.92,383,0.7232328482328483,Increase
5467,9,39.12,56.22,0.86,399,0.695837780149413,Increase
6096,4,17.9,56.76,0.83,21,0.3153629316420014,Increase
4985,70,79.32,26.95,2.04,56,2.9432282003710575,Decrease
7360,30,5.23,87.2,1.93,487,0.059977064220183486,Increase
3778,38,88.73,58.43,1.43,491,1.5185692281362315,Maintain
4273,71,46.77,6.37,2.41,450,7.342229199372057,Decrease
2195,93,45.68,65.8,1.35,41,0.6942249240121581,Maintain
1833,37,67.01,79.51,2.24,45,0.8427870708087033,Maintain
9892,91,94.88,51.55,2.31,309,1.8405431619786614,Decrease
8259,45,36.73,87.56,2.45,265,0.4194837825491091,Increase
8099,33,71.56,89.29,2.33,3,0.8014335311905029,Maintain
3838,83,41.79,40.9,1.11,354,1.021760391198044,Maintain
5719,34,27.07,79.81,1.53,436,0.33918055381531137,Increase
9899,8,87.72,33.89,1.5,414,2.5883741516671583,Maintain
8701,74,74.55,86.37,1.5,201,0.8631469260159776,Maintain
5429,21,32.04,80.0,1.02,480,0.40049999999999997,Increase
3236,40,14.28,13.58,1.43,23,1.0515463917525774,Maintain
2191,28,11.95,52.3,1.39,93,0.22848948374760994,Maintain
1612,4,62.07,82.38,2.38,327,0.7534595775673708,Increase
4067,21,36.69,96.9,2.12,455,0.3786377708978328,Increase
8088,13,69.44,67.72,0.65,297,1.0253987005316008,Maintain
4422,30,13.81,71.54,2.47,19,0.19303885937936818,Maintain
1395,64,79.4,13.71,1.1,481,5.791393143690737,Maintain
8009,41,54.5,59.67,1.76,309,0.9133567957097368,Maintain
2851,6,89.69,23.84,0.55,378,3.7621644295302015,Maintain
9171,88,45.34,11.72,1.54,44,3.868600682593857,Decrease
5765,40,86.77,23.0,2.45,342,3.7726086956521736,Decrease
3905,3,54.79,22.65,1.68,16,2.4189845474613687,Decrease
4009,33,34.27,46.33,0.93,84,0.7396935031297217,Maintain
7044,45,93.02,26.49,0.92,225,3.511513778784447,Maintain
3226,57,79.88,19.98,1.11,306,3.997997997997998,Maintain
7510,53,54.81,81.05,2.49,448,0.6762492288710673,Increase
4412,56,88.73,91.77,0.51,289,0.9668737060041409,Increase
1454,54,81.39,35.18,1.65,232,2.3135304150085276,Decrease
2401,59,95.31,81.78,0.68,316,1.165443873807777,Maintain
4829,63,18.7,97.81,2.16,273,0.19118699519476534,Increase
9919,4,33.31,75.34,1.16,425,0.4421290151314043,Increase
1210,25,91.47,15.18,0.6,84,6.025691699604743,Maintain
1942,78,53.2,22.81,0.87,371,2.332310390179746,Increase
3016,55,76.81,63.03,2.15,140,1.2186260510867841,Decrease
9959,52,86.02,58.22,2.05,376,1.477499141188595,Decrease
9605,71,71.83,93.47,1.34,126,0.7684818658393067,Maintain
8014,66,15.31,87.34,0.89,318,0.17529196244561485,Increase
8942,42,92.57,11.84,1.32,67,7.818412162162161,Maintain
4360,8,66.04,10.93,2.04,155,6.042086001829827,Decrease
4272,39,41.08,32.24,0.83,498,1.2741935483870968,Maintain
1016,83,84.32,43.99,2.07,6,1.9167992725619456,Decrease
1780,50,35.3,25.99,2.14,309,1.3582146979607541,Decrease
6814,12,83.68,86.97,2.32,201,0.9621708635161551,Maintain
3956,55,50.78,42.43,1.48,162,1.1967947207164742,Maintain
5782,15,25.53,19.32,0.94,277,1.3214285714285714,Maintain
6240,42,38.2,8.95,2.32,110,4.268156424581006,Decrease
7502,81,80.04,95.53,2.28,292,0.8378519836700513,Increase
3090,82,29.85,71.36,0.54,217,0.4183015695067265,Increase
7341,51,92.64,58.68,1.58,139,1.5787321063394684,Decrease
7153,72,38.95,77.49,2.24,280,0.5026455026455027,Increase
